Journal Title,Publisher Name,Link to Journal
Accelerando: BJMD,Directory of Open Access Journals,/content/doaj/24663913;jsessionid=dif5jnh30f2q.x-ic-live-02
Acción Psicológica,Directory of Open Access Journals,/content/doaj/1578908x;jsessionid=dif5jnh30f2q.x-ic-live-02
Accountability in Research: Policies and Quality Assurance,Taylor and Francis Ltd,/content/tandf/gacr;jsessionid=dif5jnh30f2q.x-ic-live-02
Accounting,Directory of Open Access Journals,/content/doaj/23697393;jsessionid=dif5jnh30f2q.x-ic-live-02
Accounting Analysis Journal,Directory of Open Access Journals,/content/doaj/22526765;jsessionid=dif5jnh30f2q.x-ic-live-02
Accounting and Business Research,"Routledge, part of the Taylor & Francis Group",/content/routledg/rabr20;jsessionid=dif5jnh30f2q.x-ic-live-02
"Accounting, Auditing & Accountability Journal",Emerald Group Publishing Limited,/content/mcb/059;jsessionid=dif5jnh30f2q.x-ic-live-02
"Accounting, Business & Financial History","Routledge, part of the Taylor & Francis Group",/content/routledg/rabf;jsessionid=dif5jnh30f2q.x-ic-live-02
Accounting Education,"Routledge, part of the Taylor & Francis Group",/content/routledg/raed;jsessionid=dif5jnh30f2q.x-ic-live-02
Accounting History Review,"Routledge, part of the Taylor & Francis Group",/content/routledg/rabf21;jsessionid=dif5jnh30f2q.x-ic-live-02
Accounting in Europe,"Routledge, part of the Taylor & Francis Group",/content/routledg/acceur;jsessionid=dif5jnh30f2q.x-ic-live-02
Accounting Research Journal,Emerald Group Publishing Limited,/content/mcb/arj;jsessionid=dif5jnh30f2q.x-ic-live-02
ACDI : Anuario Colombiano de Derecho Internacional,Directory of Open Access Journals,/content/doaj/20271131;jsessionid=dif5jnh30f2q.x-ic-live-02
Aceh International Journal of Science and Technology,Directory of Open Access Journals,/content/doaj/20889860;jsessionid=dif5jnh30f2q.x-ic-live-02
ACME,Directory of Open Access Journals,/content/doaj/0001494x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acrocephalus,Directory of Open Access Journals,/content/doaj/03512851;jsessionid=dif5jnh30f2q.x-ic-live-02
Act : Zeitschrift für Musik & Performance,Directory of Open Access Journals,/content/doaj/2191253x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Acustica,European Acoustics Association,/content/dav/aa;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Acustica united with Acustica,European Acoustics Association,/content/dav/aaua;jsessionid=dif5jnh30f2q.x-ic-live-02
"Acta Agriculturae Scandinavica, A",Taylor and Francis Ltd,/content/tandf/saga;jsessionid=dif5jnh30f2q.x-ic-live-02
"Acta Agriculturae Scandinavica, B",Taylor and Francis Ltd,/content/tandf/sagb;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Agriculturae Serbica,Directory of Open Access Journals,/content/doaj/03549542;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Agriculturae Slovenica,Directory of Open Access Journals,/content/doaj/15819175;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Agronómica,Directory of Open Access Journals,/content/doaj/01202812;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Amazonica,Directory of Open Access Journals,/content/doaj/00445967;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Baltica Historiae et Philosophiae Scientiarum,Directory of Open Access Journals,/content/doaj/22282009;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Bioethica,Directory of Open Access Journals,/content/doaj/07175906;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Biológica Colombiana,Directory of Open Access Journals,/content/doaj/0120548x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Biologica Sibirica,Directory of Open Access Journals,/content/doaj/24121908;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Biomaterialia Odontologica Scandinavica,Directory of Open Access Journals,/content/doaj/23337931;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Biomedica Brasiliensia,Directory of Open Access Journals,/content/doaj/22360867;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Borealia,"Routledge, part of the Taylor & Francis Group",/content/routledg/sabo;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Botânica Brasílica,Directory of Open Access Journals,/content/doaj/01023306;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Botanica Gallica,Taylor and Francis Ltd,/content/tandf/tabg20;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Cardiologica,Taylor and Francis Ltd,/content/tandf/tacd20;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Chemica Iasi,Directory of Open Access Journals,/content/doaj/20672446;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Chiropterologica,"Museum and Institute of Zoology, Polish Academy of Sciences",/content/miiz/actac;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Chirurgica Belgica,Taylor and Francis Ltd,/content/tandf/tacb20;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Cirurgica Brasileira,Directory of Open Access Journals,/content/doaj/01028650;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Clinica Belgica: International Journal of Clinical and Laboratory Medicine,Taylor and Francis Ltd,/content/tandf/yacb20;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Commercii,Directory of Open Access Journals,/content/doaj/24131903;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Crystallographica Section E,Directory of Open Access Journals,/content/doaj/16005368;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Crystallographica Section E: Crystallographic Communications,Directory of Open Access Journals,/content/doaj/20569890;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Dermato-Venereologica,Directory of Open Access Journals,/content/doaj/00015555;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Didactica Napocensia,Directory of Open Access Journals,/content/doaj/20651430;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Didactica Norge,Directory of Open Access Journals,/content/doaj/15049922;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Electrotechnica et Informatica,Directory of Open Access Journals,/content/doaj/13358243;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Energetica,Directory of Open Access Journals,/content/doaj/23003022;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Facultatis Educationis Physicae Universitatis Comenianae,Directory of Open Access Journals,/content/doaj/05207371;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Facultatis Medicae Naissensis,Directory of Open Access Journals,/content/doaj/22172521;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Facultatis Pharmaceuticae Universitatis Comenianae,Directory of Open Access Journals,/content/doaj/13386786;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Fytotechnica et Zootechnica,Directory of Open Access Journals,/content/doaj/1335258x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Geodaetica et Cartographica Sinica,Directory of Open Access Journals,/content/doaj/10011595;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Geographica Debrecina. Landscape and Environment Series,Directory of Open Access Journals,/content/doaj/17894921;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Graphica : Journal for Printing Science and Graphic Communications,Directory of Open Access Journals,/content/doaj/03534707;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Gymnica,Directory of Open Access Journals,/content/doaj/23364912;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Herpetologica,Directory of Open Access Journals,/content/doaj/18279635;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Horti Botanici Bucurestiensis,Directory of Open Access Journals,/content/doaj/14538830;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Informatica Pragensia,Directory of Open Access Journals,/content/doaj/18054951;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Limnologica Brasiliensia,Directory of Open Access Journals,/content/doaj/2179975x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Linguistica Asiatica,Directory of Open Access Journals,/content/doaj/22323317;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Linguistica Hafniensia,"Routledge, part of the Taylor & Francis Group",/content/routledg/salh20;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Logistica,Directory of Open Access Journals,/content/doaj/13395629;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Mechanica et Automatica,Directory of Open Access Journals,/content/doaj/23005319;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Medica,Directory of Open Access Journals,/content/doaj/12114286;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Medica Academica,Directory of Open Access Journals,/content/doaj/18401848;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Medica Anatolia,Directory of Open Access Journals,/content/doaj/21482357;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Medica Bulgarica,Directory of Open Access Journals,/content/doaj/03241750;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Medica Indonesiana,Directory of Open Access Journals,/content/doaj/01259326;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Medica Iranica,Directory of Open Access Journals,/content/doaj/00446025;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Medica Marisiensis,Directory of Open Access Journals,/content/doaj/22476113;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Medica Martiniana,Directory of Open Access Journals,/content/doaj/13358421;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Medica Medianae,Directory of Open Access Journals,/content/doaj/03654478;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Medica Okayama,Directory of Open Access Journals,/content/doaj/0386300x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Medica Portuguesa,Directory of Open Access Journals,/content/doaj/16460758;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Montanistica Slovaca,Directory of Open Access Journals,/content/doaj/13351788;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Mycologica,Directory of Open Access Journals,/content/doaj/0001625x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Neophilologica,Directory of Open Access Journals,/content/doaj/0567784x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Odontológica Colombiana,Directory of Open Access Journals,/content/doaj/20277822;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Odontologica Turcica,Directory of Open Access Journals,/content/doaj/2147690x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Oeconomica Pragensia,Directory of Open Access Journals,/content/doaj/05723043;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Ornithologica,"Museum and Institute of Zoology, Polish Academy of Sciences",/content/miiz/actao;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Orthopaedica et Traumatologica Turcica,Directory of Open Access Journals,/content/doaj/1017995x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Ortopédica Brasileira,Directory of Open Access Journals,/content/doaj/14137852;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Paediatrica,Taylor and Francis Ltd,/content/tandf/spae;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Palaeobotanica,Directory of Open Access Journals,/content/doaj/20820259;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Palaeontologica Polonica,Directory of Open Access Journals,/content/doaj/05677920;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Paulista de Enfermagem,Directory of Open Access Journals,/content/doaj/01032100;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Pediátrica de México,Directory of Open Access Journals,/content/doaj/01862391;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Periodica Duellatorum,Directory of Open Access Journals,/content/doaj/20640404;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Periodica Technologica,Directory of Open Access Journals,/content/doaj/14507188;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Pharmaceutica,Directory of Open Access Journals,/content/doaj/18469558;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Pharmaceutica Sinica B,Directory of Open Access Journals,/content/doaj/22113835;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Physico-Chimica Sinica,Editorial Office of Acta Physico-Chimica Sinica,/content/apcs/apcs;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Poética,Directory of Open Access Journals,/content/doaj/01853082;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Polytechnica,Directory of Open Access Journals,/content/doaj/12102709;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Radiologica Open,Directory of Open Access Journals,/content/doaj/20584601;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Regionalia et Environmentalica,Directory of Open Access Journals,/content/doaj/13369253;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Reumatológica Portuguesa,Directory of Open Access Journals,/content/doaj/0303464x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Scientiarum: Agronomy,Directory of Open Access Journals,/content/doaj/18078621;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Scientiarum: Animal Sciences,Directory of Open Access Journals,/content/doaj/18078672;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Scientiarum : Biological Sciences,Directory of Open Access Journals,/content/doaj/16799283;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Scientiarum : Education,Directory of Open Access Journals,/content/doaj/21785198;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Scientiarum : Health Sciences,Directory of Open Access Journals,/content/doaj/16799291;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Scientiarum : Language and Culture,Directory of Open Access Journals,/content/doaj/19834675;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Scientiarum Polonorum. Formatio Circumiectus,Directory of Open Access Journals,/content/doaj/16440765;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Scientiarum : Technology,Directory of Open Access Journals,/content/doaj/18078664;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Scientifica Naturalis,Directory of Open Access Journals,/content/doaj/23675144;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Silvatica & Lignaria Hungarica,Directory of Open Access Journals,/content/doaj/1787064x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Stomatologica Croatica,Directory of Open Access Journals,/content/doaj/00017019;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Stomatologica Naissi,Directory of Open Access Journals,/content/doaj/03525252;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Technologica Agriculturae,Directory of Open Access Journals,/content/doaj/13385267;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Technologica Dubnicae,Directory of Open Access Journals,/content/doaj/13394363;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Toxicológica Argentina,Directory of Open Access Journals,/content/doaj/03279286;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitaria,Directory of Open Access Journals,/content/doaj/01886266;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis,Directory of Open Access Journals,/content/doaj/12118516;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Carolinae Geographica,Directory of Open Access Journals,/content/doaj/03005402;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Carolinae: Kinanthropologica,Directory of Open Access Journals,/content/doaj/12121428;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Carolinae: Philologica,Directory of Open Access Journals,/content/doaj/05678269;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Carolinae: Philosophica et Historica,Directory of Open Access Journals,/content/doaj/05678293;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Carolinae Theologica,Directory of Open Access Journals,/content/doaj/18045588;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Cibiniensis. Series E: Food Technology,Directory of Open Access Journals,/content/doaj/2344150x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Danubius : Administratio,Directory of Open Access Journals,/content/doaj/20685459;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Danubius : Communicatio,Directory of Open Access Journals,/content/doaj/18447562;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Danubius : Juridica,Directory of Open Access Journals,/content/doaj/18448062;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Danubius : Oeconomica,Directory of Open Access Journals,/content/doaj/20650175;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Danubius : Relationes Internationales,Directory of Open Access Journals,/content/doaj/20650272;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Palackianae Olomucensis. Gymnica,Directory of Open Access Journals,/content/doaj/12121185;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Sapientiae,Directory of Open Access Journals,/content/doaj/20687583;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Sapientiae: Agriculture and Environment,Directory of Open Access Journals,/content/doaj/20682964;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Sapientiae: Alimentaria,Directory of Open Access Journals,/content/doaj/20667744;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Sapientiae: Economics and Business,Directory of Open Access Journals,/content/doaj/23600047;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Sapientiae: Film and Media Studies,Directory of Open Access Journals,/content/doaj/20667779;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Sapientiae: Informatica,Directory of Open Access Journals,/content/doaj/20667760;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Sapientiae: Mathematica,Directory of Open Access Journals,/content/doaj/20667752;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Universitatis Sapientiae: Philologica,Directory of Open Access Journals,/content/doaj/23918179;jsessionid=dif5jnh30f2q.x-ic-live-02
ACTA VŠFS,Directory of Open Access Journals,/content/doaj/1802792x;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Veterinaria,Directory of Open Access Journals,/content/doaj/18207448;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Veterinaria Scandinavica,Directory of Open Access Journals,/content/doaj/17510147;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Zoologica Cracoviensia,"Institute of Systematics and Evolution of Animals, Polish Academy of Sciences",/content/isez/azc;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Zoologica Cracoviensia - Series A: Vertebrata,"Institute of Systematics and Evolution of Animals, Polish Academy of Sciences",/content/isez/azca;jsessionid=dif5jnh30f2q.x-ic-live-02
Acta Zoologica Cracoviensia - Series B: Invertebrata,"Institute of Systematics and Evolution of Animals, Polish Academy of Sciences",/content/isez/azcb;jsessionid=dif5jnh30f2q.x-ic-live-02
Actas Iberoamericanas de Conservación Animal,Directory of Open Access Journals,/content/doaj/22537325;jsessionid=dif5jnh30f2q.x-ic-live-02
AcTion: Aceh Nutrition Journal,Directory of Open Access Journals,/content/doaj/25273310;jsessionid=dif5jnh30f2q.x-ic-live-02
"Action, Criticism and Theory for Music Education",Directory of Open Access Journals,/content/doaj/15454517;jsessionid=dif5jnh30f2q.x-ic-live-02
Action in Teacher Education,"Routledge, part of the Taylor & Francis Group",/content/routledg/uate20;jsessionid=dif5jnh30f2q.x-ic-live-02
Action Learning: Research and Practice,"Routledge, part of the Taylor & Francis Group",/content/routledg/calr;jsessionid=dif5jnh30f2q.x-ic-live-02
Active and Passive Electronic Components,Directory of Open Access Journals,/content/doaj/08827516;jsessionid=dif5jnh30f2q.x-ic-live-02
"Activities, Adaptation & Aging","Routledge, part of the Taylor & Francis Group",/content/routledg/waaa20;jsessionid=dif5jnh30f2q.x-ic-live-02
Actual Problems of Economics and Law,Directory of Open Access Journals,/content/doaj/1993047x;jsessionid=dif5jnh30f2q.x-ic-live-02
Actualidad Económica,Directory of Open Access Journals,/content/doaj/0327585x;jsessionid=dif5jnh30f2q.x-ic-live-02
Actualidades en Psicologia,Directory of Open Access Journals,/content/doaj/02586444;jsessionid=dif5jnh30f2q.x-ic-live-02
Actualidades Investigativas en Educación,Directory of Open Access Journals,/content/doaj/14094703;jsessionid=dif5jnh30f2q.x-ic-live-02
Actuators,Directory of Open Access Journals,/content/doaj/20760825;jsessionid=dif5jnh30f2q.x-ic-live-02
Acupuncture & Electro-Therapeutics Research,Cognizant Communication Corporation,/content/cog/aetr;jsessionid=dif5jnh30f2q.x-ic-live-02
ADCAIJ : Advances in Distributed Computing and Artificial Intelligence Journal,Directory of Open Access Journals,/content/doaj/22552863;jsessionid=dif5jnh30f2q.x-ic-live-02
Addiction Science & Clinical Practice,Directory of Open Access Journals,/content/doaj/19400632;jsessionid=dif5jnh30f2q.x-ic-live-02
Addictive Disorders & Their Treatment,Wolters Kluwer,/content/wk/addit;jsessionid=dif5jnh30f2q.x-ic-live-02
Addin,Directory of Open Access Journals,/content/doaj/08540594;jsessionid=dif5jnh30f2q.x-ic-live-02
"Adelphi Papers, The","Routledge, part of the Taylor & Francis Group",/content/routledg/adelph;jsessionid=dif5jnh30f2q.x-ic-live-02
Adelphi Series,"Routledge, part of the Taylor & Francis Group",/content/routledg/tadl20;jsessionid=dif5jnh30f2q.x-ic-live-02
Adeptus,Directory of Open Access Journals,/content/doaj/23000783;jsessionid=dif5jnh30f2q.x-ic-live-02
Âderna Fìzika ta Energetika,Directory of Open Access Journals,/content/doaj/1818331x;jsessionid=dif5jnh30f2q.x-ic-live-02
Adli Tıp Bülteni,Directory of Open Access Journals,/content/doaj/1300865x;jsessionid=dif5jnh30f2q.x-ic-live-02
AD-minister,Directory of Open Access Journals,/content/doaj/16920279;jsessionid=dif5jnh30f2q.x-ic-live-02
Administração: Ensino e Pesquisa,Directory of Open Access Journals,/content/doaj/21776083;jsessionid=dif5jnh30f2q.x-ic-live-02
Administration,Directory of Open Access Journals,/content/doaj/24499471;jsessionid=dif5jnh30f2q.x-ic-live-02
Administrative Sciences,Directory of Open Access Journals,/content/doaj/20763387;jsessionid=dif5jnh30f2q.x-ic-live-02
Administrative Theory & Praxis,"Routledge, part of the Taylor & Francis Group",/content/routledg/madt20;jsessionid=dif5jnh30f2q.x-ic-live-02
Adolescent Health,Directory of Open Access Journals,/content/doaj/1179318x;jsessionid=dif5jnh30f2q.x-ic-live-02
Adolescent Psychiatry,Bentham Science Publishers,/content/ben/aps;jsessionid=dif5jnh30f2q.x-ic-live-02
Adoption Quarterly,"Routledge, part of the Taylor & Francis Group",/content/routledg/wado20;jsessionid=dif5jnh30f2q.x-ic-live-02
Advanced Biomedical Research,Directory of Open Access Journals,/content/doaj/22779175;jsessionid=dif5jnh30f2q.x-ic-live-02
Advanced Composite Materials,Taylor and Francis Ltd,/content/tandf/acm;jsessionid=dif5jnh30f2q.x-ic-live-02
Advanced Electromagnetics,Directory of Open Access Journals,/content/doaj/21190275;jsessionid=dif5jnh30f2q.x-ic-live-02
Advanced Emergency Nursing Journal,Wolters Kluwer,/content/wk/tme;jsessionid=dif5jnh30f2q.x-ic-live-02
Advanced Pharmaceutical Bulletin,Directory of Open Access Journals,/content/doaj/22285881;jsessionid=dif5jnh30f2q.x-ic-live-02
Advanced Robotics,Taylor and Francis Ltd,/content/tandf/arb;jsessionid=dif5jnh30f2q.x-ic-live-02
"Advanced Science, Engineering and Medicine",American Scientific Publishers,/content/asp/asem;jsessionid=dif5jnh30f2q.x-ic-live-02
Advanced Science Letters,American Scientific Publishers,/content/asp/asl;jsessionid=dif5jnh30f2q.x-ic-live-02
Advancements in Life Sciences,Directory of Open Access Journals,/content/doaj/23105380;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances In Anatomic Pathology,Wolters Kluwer,/content/wk/adapa;jsessionid=dif5jnh30f2q.x-ic-live-02
"Advances in Applied Ceramics (Structural, Functional and Bioceramics)",Taylor and Francis Ltd,/content/tandf/yaac20;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Bioscience and Clinical Medicine,Directory of Open Access Journals,/content/doaj/22031413;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Building Energy Research,Taylor and Francis Ltd,/content/tandf/aber;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Climate Change Research,Directory of Open Access Journals,/content/doaj/16749278;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Cognitive Psychology,Directory of Open Access Journals,/content/doaj/18951171;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Dermatology and Allergology,Directory of Open Access Journals,/content/doaj/1642395x;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Difference Equations,Directory of Open Access Journals,/content/doaj/16871839;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Dual Diagnosis,Emerald Group Publishing Limited,/content/mcb/add;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Electrical and Computer Engineering,Directory of Open Access Journals,/content/doaj/15827445;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Electrical and Electronic Engineering,Directory of Open Access Journals,/content/doaj/13361376;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Environmental Technology,Directory of Open Access Journals,/content/doaj/24766674;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Genomics and Genetics,Directory of Open Access Journals,/content/doaj/11799870;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Geosciences,Directory of Open Access Journals,/content/doaj/16807340;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Interventional Cardiology,Directory of Open Access Journals,/content/doaj/17349338;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Language and Literary Studies,Directory of Open Access Journals,/content/doaj/22034714;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Materials and Processsing Technologies,Taylor and Francis Ltd,/content/tandf/tmpt20;jsessionid=dif5jnh30f2q.x-ic-live-02
Advances in Medical Education and Practice,Directory of Open Access Journals,/content/doaj/11797258;jsessionid=dif5jnh30f2q.x-ic-live-02
