Title,Authors,Pages,Access,URL,Abstract
A Variable-Iterative Fully Convolutional Neural Network for Sparse Unmixing,"Kong, Fanqiang; Lv, Zhijie; Wang, Kun; Fang, Xu; Zheng, Yuhan; Yu, Shengjie",pp. 699-706(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000011/art00014;jsessionid=vj4y1qllys3s.x-ic-live-02,"Neural networks have greatly promoted the development of hyperspectral unmixing (HU). Most data-driven deep networks extract features of hyperspectral images (HSIs) by stacking convolutional layers to achieve endmember extraction and abundance estimation. Some model-driven networks have strong interpretability but fail to mine the deep feature. We propose a variable-iterative fully convolutional neural network (VIFCNN) for sparse unmixing, combining the characteristics of these two networks. Under the model-driven iterative framework guided by sparse unmixing by variable splitting and augmented lagrangian (SUnSAL), a data-driven spatial-spectral feature learning module and a spatial information updating module are introduced to enhance the learning of data information. Experimental results on synthetic and real datasets show that VIFCNN significantly outperforms several traditional unmixing methods and two deep learning???based methods. On real datasets, our method improves signal-to-reconstruction error by 17.38%, reduces abundance root-mean-square error by 25.24%, and reduces abundance spectral angle distance by 31.40% compared with U-ADMM-ßUNet."
Attention Heat Map-Based Black-Box Local Adversarial Attack for Synthetic Aperture Radar Target Recognition,"Wan, Xuanshen; Liu, Wei; Niu, Chaoyang; Lu, Wanjie",pp. 601-609(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000010/art00008;jsessionid=27o0mw2ek145f.x-ic-live-03,"Synthetic aperture radar (SAR) automatic target recognition (ATR) models based on deep neural networks (DNNs) are susceptible to adversarial attacks. In this study, we proposed an SAR black-box local adversarial attack algorithm named attention heat map- based black-box local adversarial attack (AH-BLAA). First, we designed an attention heat map extraction module combined with the layer-wise relevance propagation (LRP) algorithm to obtain the high concerning areas of the SAR-ATR models. Then, to gener- ate SAR adversarial attack examples, we designed a perturbation generator module, introducing the structural dissimilarity (DSSIM) metric in the loss function to limit image distortion and the dif- ferential evolution (DE) algorithm to search for optimal perturba- tions. Experimental results on the MSTAR and FUSAR-Ship datasets showed that compared with existing adversarial attack algorithms, the attack success rate of the AH-BLAA algorithm increased by 0.63% to 33.59% and 1.05% to 17.65%, respectively. Moreover, the low- est perturbation ratios reached 0.23% and 0.13%, respectively."
Exploring the Potential of the Hyperspectral Remote Sensing Data China OrbitaZhuhai-1in Land Cover Classification,"Li, Caixia; Xiong, Xiaoyan; Wang, Lin; Li, Yunfan; Wang, Jiaqi; Zhang, Xiaoli",pp. 611-619(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000010/art00010;jsessionid=27o0mw2ek145f.x-ic-live-03,"Responding to the shortcomings of China's civil remote sensing data in land cover classification, such as the difficulty of data acquisition and the low utilization rate, we used Landsat-8, China Orbita Zhuhai-1 hyperspectral remote sensing (OHS) data, and Landsat-8 + OHS data combined with band (red, green, and blue) and vegetation index features to classify land cover using maximum likelihood (ML), Mahalanobis distance (MD), and support vector machine (SVM). The results show that Landsat-8 + OHS data have the highest classification accuracy in SVM, with an overall accuracy of 83.52% and a kappa coefficient of 0.71, and this result is higher than that of Landsat-8 images and OHS images separately. In addition, the classification accuracy of OHS images was higher than that of Landsat-8 images. The results of the study provide a reference for the use of civil satellite remote sensing data in China."
Teacher-Student Prototype Enhancement Network for a Few-Shot Remote Sensing Scene Classification,"Zhu, Ye; Yang, Shanying; Yu, Yang",pp. 621-630(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000010/art00012;jsessionid=27o0mw2ek145f.x-ic-live-03,"Few-shot remote sensing scene classification identifies new classes from limited labeled samples where the great challenges are intraclass diversity, interclass similarity, and limited supervision. To alleviate these problems, a teacher-student prototype enhancement network is proposed for a few-shot remote sensing scene classification. Instead of introducing an attentional mechanism in mainstream studies, a prototype enhancement module is recommended to adaptively select high-confidence query samples, which can enhance the support prototype representations to emphasize intraclass and interclass relationships. The construction of a few-shot teacher model generates more discriminative predictive representations with inputs from many labeled samples, thus providing a strong supervisory signal to the student model and encouraging the network to achieve accurate classification with a limited number of labeled samples. Extensive experiments of four public datasets, including NWPU-remote sens ing image scene classification (NWPU-RESISC45), aerial image dataset (AID), UC Merced, and WHU-RS19, demonstrate that this method achieves superior competitive performance than the state-of-the-art methods on five-way, one-shot, and five-shot classifications."
Bank Line Extraction by Integration of Orthoimages and Lidar Digital Elevation Model Using Principal Component Analysis and Alpha Matting,"Deshpande, Sagar S.",pp. 631-638(8),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000010/art00013;jsessionid=27o0mw2ek145f.x-ic-live-03,"Riverbank lines change over time, causing loss of land and property. Accurate mapping of riverbank lines is essential for restoration and preservation. This paper presents a method to map riverbank lines by combining georeferenced orthoimages and lidar digital elevation model (DEM). This method uses the properties that lidar can provide elevations under trees and open water edges are visible in orthoimages to extract the planimetric locations of bank lines. The orthoimage pixels with less than 0.15% slope on the DEM were replaced by water pixels. Principal component analysis (PCA) was conducted using DEM, slope, and orthoimage bands. Training data of river body and the background were identified manually on the first three component images. An alpha matting–based method was implemented using the training data to extract the bank lines. Bankline using α value of 50% probability were statistically and visually better when compared to the manual bank lines."
Development of an Automatic Feature Point Classification Method for Three-Dimensional Mapping Around Slewing and Derricking Cranes,"Shigemori, Hisakazu; Susaki, Junichi; Yoneda, Mizuki; Ososinski, Marek",pp. 538-552(15),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000009/art00007;jsessionid=1mbv2n6m4be2x.x-ic-live-03,"Crane automation requires a three-dimensional (3D) map around cranes that should be reconstructed and updated quickly.In this study, a high-precision classification method was developed to distinguish stationary objects from moving objects in moving images captured by a monocular camera to stabilize 3D reconstruction. To develop the method, a moving image was captured while the crane was slewed with a monocular camera mounted vertically downward at the tip of the crane. The boom length and angle data were output from a control device, a controller area network. For efficient development, a simulator that imitated the environment of an actual machine was developed and used. The proposed method uses optical flow to track feature points. The classification was performed successfully, independent of derricking motion. Consequently, the proposed method contributes to stable 3D mapping around cranes in construction sites."
Semantic Segmentation of Point Cloud Scene via Multi-Scale Feature Aggregation and Adaptive Fusion,"Guo, Baoyun; Sun, Xiaokai; Li, Cailin; Sun, Na; Wang, Yue; Yao, Yukai",pp. 553-563(11),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000009/art00009;jsessionid=1mbv2n6m4be2x.x-ic-live-03,"Point cloud semantic segmentation is a key step in 3D scene understanding and analysis. In recent years, deep learning–based point cloud semantic segmentation methods have received extensive attention from researchers. Multi-scale neighborhood feature learning methods are suitable for inhomogeneous density point clouds, but different scale branching feature learning increases the computational complexity and makes it difficult to accurately fuse different scale features to express local information. In this study, a point cloud semantic segmentation network based on RandLA-Net with multi-scale local feature aggregation and adaptive fusion is proposed. The designed structure can reduce computational complexity and accurately express local features. The mean intersection-over-union is improved by 1.1% on the SemanticKITTI data set with an inference speed of nine frames per second, while the mean intersection-over-union is improved by 0.9% on the S3DIS data set, compared with RandLA-Net. We also conduct ablation studies to validate the effectiveness of the proposed key structure."
A Robust Star Identification Algorithm for Resident Space Object Surveillance,"Wu, Liang; Hao, Pengyu; Zhang, Kaixuan; Zhang, Qian; Han, Ru; Cao, Dekun",pp. 565-574(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000009/art00011;jsessionid=1mbv2n6m4be2x.x-ic-live-03,"Star identification algorithms can be applied to resident space object (RSO) surveillance, which includes a large number of stars and false stars. This paper proposes an efficient, robust star identification algorithm for RSO surveillance based on a neural network. First, a feature called equal-frequency binning radial feature (EFB-RF) is proposed for guide stars, and a superficial neural network is constructed for feature classification. Then the training set is generated based on EFB-RF. Finally, the remaining stars are identified using a residual star matching method. The simulation experiment and results show that the identification rate of our algorithm can reach 99.82% under 1 pixel position noise, and it can reach 99.54% under 5% false stars. When the percentage of missing stars is 15%, it can reach 99.40%. The algorithm is verified by RSO surveillance."
Wavelets for Self-Calibration of Aerial Metric Camera Systems,"Ye, Jun-Fu; Tsay, Jaan-Rong; Fritsch, Dieter",pp. 575-587(13),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000009/art00013;jsessionid=1mbv2n6m4be2x.x-ic-live-03,"In this paper, wavelets are applied to develop new models for the self-calibration of aerial metric camera systems. It is well known and mathematically proven that additional parameters (APs) can compensate image distortions and remaining error sources by a rigorous photogrammetric bundle-block adjustment. Thus, kernel functions based on orthogonal wavelets (e. g., asymmetric Daubechies wave- lets, least asymmetric Daubechies wavelets, Battle-Lemarié wavelets, Meyer wavelets) are used to build the wavelets-based family of APs for self-calibrating digital frame cameras. These new APs are called wavelet APs. Its applications in rigorous tests are accomplished by using aerial images taken by an airborne digital mapping camera in situ and practical calibrations. The test results demonstrate that these orthogonal wavelet APs are applicable and largely avoid the risk of over-parameterization. Their external accuracy is evaluated using reliable and high precision check points in the calibration field."
Research Progress of Optical Satellite Remote Sensing Monitoring Asphalt Pavement Aging,"Wang, Jingwen; Yang, Dayong; Xie, Zhiwei; Wang, Han; Hao, Zhigang; Zhou, Fanyu; Wang, Xiaona",pp. 471-482(12),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000008/art00007;jsessionid=7uf52f85n58hq.x-ic-live-01,"The aging condition of asphalt pavement is an invaluable basis for traffic infrastructure evaluation. Due to the amount of time and high cost of monitoring and identifying asphalt pavement aging, many current studies focus on satellite remote sensing methods. In this paper, some methods and technologies for monitoring asphalt pavement degradation by optical satellite remote sensing are introduced as a literature review. Many researchers have developed spectrum libraries based on the actual aging of asphalt pavements, and it is possible to construct pavement health indices based on spectrum changes. Some indexes can extract different aging degrees of asphalt pavement from optical satellite images. Of course, current research can only preliminarily reflect the aging phenomenon of asphalt pavement and cannot accurately describe the distress characteristics of asphalt pavement. Future research needs to further strengthen mechanism research, develop higher resolution images, improve image processing technology, and adopt multi-means fusion analysis methods."
Mapping Winter Wheat Using Ensemble‐Based Positive Unlabeled Learning Approach,"Wang, Hanxiang; Yu, Fan; Xie, Junwei; Wan, Huawei; Zheng, Haotian",pp. 483-491(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000008/art00008;jsessionid=7uf52f85n58hq.x-ic-live-01,"High‐resolution remote sensing images can support machine learning methods to achieve remarkable results in agricultural monitoring. However, traditional supervised learning methods require pre-labeled training data and are unsuitable for non-fully labeled areas. Positive and Unlabeled Learning (PUL), can deal with unlabeled data. A loss function PU-Loss was proposed in this study to directly optimize the PUL evaluation metric and to address the data imbalance problem caused by unlabeled positive samples. Moreover, a hybrid normalization module Batch Instance-Layer Normalization was proposed to perform multiple normalization methods based on the resolution size and to improve the model performance further. A real‐world positive and unlabeled winter wheat data set was used to evaluate the proposed method, which outperformed widely used models such as U‐Net, DeepLabv3+, and DA‐Net. The results demonstrated the potential of PUL for winter wheat identification in remote sensing images."
Building Shadow Detection Based on Improved Quick Shift Algorithm in GF‐2 Images,"Chen, Yunzhi; Wang, Chao; Wang, Wei; Zhang, Xiang; Chen, Nengcheng",pp. 493-502(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000008/art00010;jsessionid=7uf52f85n58hq.x-ic-live-01,"Shadows in remote sensing images contain crucial information about various features on the ground. In this study, a method for detecting building shadows in GF‐2 images based on improved quick shift was proposed. First, six feature variables were constructed: first principal component (PC1), brightness component (I), normalized difference shadow index (NDSI), morphological shadow index (MSI), normalized difference water index (NDWI), and normalized difference vegetation index (NDVI). Then, the image was segmented to obtain homogeneous objects, which were then classified using a random forest model. Two improvements were added to the quick shift algorithm: using PC1, I, and MSI as input data instead of RGB images; and adding Canny edge constraints. Validation in six research areas yields Kappa coefficients of 0.928, 0.896, 0.89, 0.913, 0.879, and 0.909, confirming method feasibility. In addition, comparative experiments demonstrate its effectiveness and robustness across different land cover types while mitigating the segmentation scale effect."
"Hyperspectral Reflectance Assessment for Preliminary Identification of Degraded Soil Zones in Industrial Sites, India","Dutta, Amitava; Tyagi, Rashi; Sharma, Shilpi; Datta, Manoj",pp. 503-509(7),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000008/art00011;jsessionid=7uf52f85n58hq.x-ic-live-01,"The study explores the potential of next-generation satellite hyperspectral imaging systems for screening and predicting surface‐soil contamination and degradation by exploiting various spectral indices and signature‐matching techniques at a heavily industrialized area in India. The soil moisture content, desertification and salinity status, clay or fine material content, heavy metal content, vegetation health status, and stress levels were assessed from continuum-removed spectral reflectance values. Results indicated the presence of water in two tailings ponds, high salinity, and desertification values in most of the tailings ponds and dump sites, clay boundary liner along four ponds, high heavy metal indices along three ponds and all dump sites, highly stressed vegetation near all tailings ponds and coal dump sites, and pollutants in nearby water channels. The results suggest a strategy for the initial identification of priority areas for ground-based investigations and an alternative rapid methodology to monitor large industrial hubs in India."
One-Dimensional-Mixed Convolution Neural Network and Covariance Pooling Model for Mineral Mapping of Porphyry Copper Deposit Using PRISMA Hyperspectral Data,"Peyghambari, Sima; Zhang, Yun; Heidarian, Hassan; Sekandari, Milad",pp. 511-522(12),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000008/art00014;jsessionid=7uf52f85n58hq.x-ic-live-01,"Mapping distribution of alterations around porphyry copper deposits (PCDs) greatly affects mineral exploration. Diverse geological processes generate irregular alteration patterns with diverse spectral characteristics in mineral deposits. Applying remotely sensed hyperspectral images (HSIs) is an appealing technology for geologic surveyors to generate alteration maps. Conventional methods mainly use shallow spectral absorption features to discriminate minerals and cannot extract their important spectral information. Deep neural networks with nonlinear layers can evoke the deep spectral and spatial information of HSIs. Deep learning???based methods include fully connected neural networks, convolutional neural networks, and hybrid convolutional networks like mixed convolution neural network and covariance pooling (MCNN‐CP) algorithms. However, each has its advantages and limitations. To significantly avoid losing important spectral features, we proposed a new method by fusing a one‐dimensional convolutional neural network (1D‐CNN) with MCNN‐CP (1D‐MCNN‐CP), achieving an overall accuracy (97.44%) of mineral mapping from PRISMA HSIs. This research deduced that 1D‐MCNN‐CP improved performance and reduced misclassification errors among minerals sharing similar spectral features."
ReLAP-Net: Residual Learning and Attention Based Parallel Network for Hyperspectral and Multispectral Image Fusion,"Agrawal, Aditya; SourajaKundu; Ahmad, Touseef; Bhatt, Manish",pp. 395-403(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000007/art00007;jsessionid=8r5ofsaiftek3.x-ic-live-02,Remote sensing applications require high-resolution images to obtain precise information about the Earth???s surface. Multispectral images have high spatial resolution but low spectral resolution. Hyperspectral images have high spectral resolution but low spatial resolution. This study proposes a residual learning and attention-based parallel network based on residual network and channel attention. The network performs image fusion of a high spatial resolution multispectral image and a low spatial resolution hyperspectral image. The network training and fusion experiments are conducted on four public benchmark data sets to show the effectiveness of the proposed model. The fusion performance is compared with classical signal processing???based image fusion techniques. Four image metrics are used for the quantitative evaluation of the fused images. The proposed network improved fusion ability by reducing the root mean square error and relative dimensionless global error in synthesis and increased the peak signal-to-noise ratio when compared to other state-of-the-art models.
Assessing the Utility of Uncrewed Aerial System Photogrammetrically Derived Point Clouds for Land Cover Classification in the Alaska North Slope,"Liu, Jung-kuan; Qin, Rongjun; Arundel, Samantha T.",pp. 405-414(10),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000007/art00009;jsessionid=8r5ofsaiftek3.x-ic-live-02,"Uncrewed aerial systems (UASs) have been used to collect “pseudo field plot” data in the form of large-scale stereo imagery to supplement and bolster direct field observations to monitor areas in Alaska. These data supplement field data that is difficult to collect in such a vast landscape with a relatively short field season. Dense photogrammetrically derived point clouds are created and are facilitated to extract land cover data using a support vector machine (SVM) classifier in this study. We test our approach using point clouds derived from 1-cm stereo imagery of plots in the Alaska North Slope region and compare the results to field observations. The results show that the overall accuracy of six land cover classes (bare soil, shrub, grass, forb/herb, rock, and litter) is 96.8% from classified patches. Shrub had the highest accuracy (>99%) and forb/herb achieved the lowest (<48%). This study reveals that the approach could be used as reference data to check field observations in remote areas."
