Journal Title,Publisher Name,Link to Journal,Print ISSN,Online ISSN,Latest Issue
Accounting History Review,"Routledge, part of the Taylor & Francis Group",/content/routledg/rabf21;jsessionid=dif5jnh30f2q.x-ic-live-02,21552851,N/A,"Numbers 2-3, 2 September 2023"
Accounting in Europe,"Routledge, part of the Taylor & Francis Group",/content/routledg/acceur;jsessionid=dif5jnh30f2q.x-ic-live-02,17449480,17449480,"Number 2, 3 May 2024"
Accounting Research Journal,Emerald Group Publishing Limited,/content/mcb/arj;jsessionid=dif5jnh30f2q.x-ic-live-02,10309616,N/A,"Number 5, 2024"
ACDI : Anuario Colombiano de Derecho Internacional,Directory of Open Access Journals,/content/doaj/20271131;jsessionid=dif5jnh30f2q.x-ic-live-02,20271131,N/A,"Number 1, 2014"
Aceh International Journal of Science and Technology,Directory of Open Access Journals,/content/doaj/20889860;jsessionid=dif5jnh30f2q.x-ic-live-02,20889860,N/A,"Number 1, 2014"
ACME,Directory of Open Access Journals,/content/doaj/0001494x;jsessionid=dif5jnh30f2q.x-ic-live-02,0001494X,N/A,"Number 2, 2016"
Acrocephalus,Directory of Open Access Journals,/content/doaj/03512851;jsessionid=dif5jnh30f2q.x-ic-live-02,03512851,N/A,"Numbers 172-173, 2017"
Act : Zeitschrift für Musik & Performance,Directory of Open Access Journals,/content/doaj/2191253x;jsessionid=dif5jnh30f2q.x-ic-live-02,2191253X,N/A,"Number 1, 2010"
Acta Acustica,European Acoustics Association,/content/dav/aa;jsessionid=dif5jnh30f2q.x-ic-live-02,00017884,N/A,"Number 2, March/April 2006"
Acta Acustica united with Acustica,European Acoustics Association,/content/dav/aaua;jsessionid=dif5jnh30f2q.x-ic-live-02,16101928,N/A,"Number 6, November / December 2019"
"Acta Agriculturae Scandinavica, A",Taylor and Francis Ltd,/content/tandf/saga;jsessionid=dif5jnh30f2q.x-ic-live-02,09064702,09064702,"Numbers 1-2, 2 April 2024"
"Acta Agriculturae Scandinavica, B",Taylor and Francis Ltd,/content/tandf/sagb;jsessionid=dif5jnh30f2q.x-ic-live-02,09064710,09064710,"Number 1, 31 December 2023"
Acta Agriculturae Serbica,Directory of Open Access Journals,/content/doaj/03549542;jsessionid=dif5jnh30f2q.x-ic-live-02,03549542,N/A,"Number 42, 2016"
Acta Agriculturae Slovenica,Directory of Open Access Journals,/content/doaj/15819175;jsessionid=dif5jnh30f2q.x-ic-live-02,15819175,N/A,"Number 1, 2018"
Acta Agronómica,Directory of Open Access Journals,/content/doaj/01202812;jsessionid=dif5jnh30f2q.x-ic-live-02,01202812,N/A,"Number 3, 2015"
Acta Amazonica,Directory of Open Access Journals,/content/doaj/00445967;jsessionid=dif5jnh30f2q.x-ic-live-02,00445967,N/A,"Number 3, 2013"
Acta Baltica Historiae et Philosophiae Scientiarum,Directory of Open Access Journals,/content/doaj/22282009;jsessionid=dif5jnh30f2q.x-ic-live-02,22282009,N/A,"Number 2, 2017"
Acta Bioethica,Directory of Open Access Journals,/content/doaj/07175906;jsessionid=dif5jnh30f2q.x-ic-live-02,07175906,N/A,"Number 2, 2012"
Acta Biológica Colombiana,Directory of Open Access Journals,/content/doaj/0120548x;jsessionid=dif5jnh30f2q.x-ic-live-02,0120548X,N/A,"Number 3, 2017"
Acta Biologica Sibirica,Directory of Open Access Journals,/content/doaj/24121908;jsessionid=dif5jnh30f2q.x-ic-live-02,24121908,N/A,"Number 4, 2016"
Acta Biomaterialia Odontologica Scandinavica,Directory of Open Access Journals,/content/doaj/23337931;jsessionid=dif5jnh30f2q.x-ic-live-02,23337931,N/A,"Number 1, 2015"
Acta Biomedica Brasiliensia,Directory of Open Access Journals,/content/doaj/22360867;jsessionid=dif5jnh30f2q.x-ic-live-02,22360867,N/A,"Number 1, 2015"
Acta Borealia,"Routledge, part of the Taylor & Francis Group",/content/routledg/sabo;jsessionid=dif5jnh30f2q.x-ic-live-02,08003831,08003831,"Number 1, 2 January 2024"
Acta Botânica Brasílica,Directory of Open Access Journals,/content/doaj/01023306;jsessionid=dif5jnh30f2q.x-ic-live-02,01023306,N/A,"Number 2, 2016"
Acta Botanica Gallica,Taylor and Francis Ltd,/content/tandf/tabg20;jsessionid=dif5jnh30f2q.x-ic-live-02,12538078,12538078,"Number 4, 2 October 2015"
Acta Cardiologica,Taylor and Francis Ltd,/content/tandf/tacd20;jsessionid=dif5jnh30f2q.x-ic-live-02,00015385,00015385,"Number 4, 20 April 2024"
Acta Chemica Iasi,Directory of Open Access Journals,/content/doaj/20672446;jsessionid=dif5jnh30f2q.x-ic-live-02,20672446,N/A,"Number 2, 2016"
Acta Chiropterologica,"Museum and Institute of Zoology, Polish Academy of Sciences",/content/miiz/actac;jsessionid=dif5jnh30f2q.x-ic-live-02,15081109,N/A,"Number 1, June 2024"
Acta Chirurgica Belgica,Taylor and Francis Ltd,/content/tandf/tacb20;jsessionid=dif5jnh30f2q.x-ic-live-02,00015458,N/A,"Number 4, 3 July 2024"
Acta Cirurgica Brasileira,Directory of Open Access Journals,/content/doaj/01028650;jsessionid=dif5jnh30f2q.x-ic-live-02,01028650,N/A,"Number 6, 2013"
Acta Clinica Belgica: International Journal of Clinical and Laboratory Medicine,Taylor and Francis Ltd,/content/tandf/yacb20;jsessionid=dif5jnh30f2q.x-ic-live-02,17843286,N/A,"Number 3, 3 May 2024"
Acta Commercii,Directory of Open Access Journals,/content/doaj/24131903;jsessionid=dif5jnh30f2q.x-ic-live-02,24131903,N/A,"Number 2, 2017"
Acta Crystallographica Section E,Directory of Open Access Journals,/content/doaj/16005368;jsessionid=dif5jnh30f2q.x-ic-live-02,16005368,N/A,"Number 12, 2014"
Acta Crystallographica Section E: Crystallographic Communications,Directory of Open Access Journals,/content/doaj/20569890;jsessionid=dif5jnh30f2q.x-ic-live-02,20569890,N/A,"Number 9, 2018"
Acta Dermato-Venereologica,Directory of Open Access Journals,/content/doaj/00015555;jsessionid=dif5jnh30f2q.x-ic-live-02,00015555,N/A,"Number 1, 2017"
Acta Didactica Napocensia,Directory of Open Access Journals,/content/doaj/20651430;jsessionid=dif5jnh30f2q.x-ic-live-02,20651430,N/A,"Number 1, 2012"
Acta Didactica Norge,Directory of Open Access Journals,/content/doaj/15049922;jsessionid=dif5jnh30f2q.x-ic-live-02,15049922,N/A,"Number 2, 2016"
Acta Electrotechnica et Informatica,Directory of Open Access Journals,/content/doaj/13358243;jsessionid=dif5jnh30f2q.x-ic-live-02,13358243,N/A,"Number 1, 2017"
Acta Energetica,Directory of Open Access Journals,/content/doaj/23003022;jsessionid=dif5jnh30f2q.x-ic-live-02,23003022,N/A,"Number 28, 2016"
Acta Facultatis Educationis Physicae Universitatis Comenianae,Directory of Open Access Journals,/content/doaj/05207371;jsessionid=dif5jnh30f2q.x-ic-live-02,05207371,N/A,"Number 2, 2017"
Acta Facultatis Medicae Naissensis,Directory of Open Access Journals,/content/doaj/22172521;jsessionid=dif5jnh30f2q.x-ic-live-02,22172521,N/A,"Number 2, 2017"
Acta Facultatis Pharmaceuticae Universitatis Comenianae,Directory of Open Access Journals,/content/doaj/13386786;jsessionid=dif5jnh30f2q.x-ic-live-02,13386786,N/A,"Number 2, 2016"
Acta Fytotechnica et Zootechnica,Directory of Open Access Journals,/content/doaj/1335258x;jsessionid=dif5jnh30f2q.x-ic-live-02,1335258X,N/A,"Number 2, 2017"
Acta Geodaetica et Cartographica Sinica,Directory of Open Access Journals,/content/doaj/10011595;jsessionid=dif5jnh30f2q.x-ic-live-02,10011595,N/A,"Number 3, 2018"
Acta Geographica Debrecina. Landscape and Environment Series,Directory of Open Access Journals,/content/doaj/17894921;jsessionid=dif5jnh30f2q.x-ic-live-02,17894921,N/A,"Number 1, 2015"
Acta Graphica : Journal for Printing Science and Graphic Communications,Directory of Open Access Journals,/content/doaj/03534707;jsessionid=dif5jnh30f2q.x-ic-live-02,03534707,N/A,"Number 4, 2017"
Acta Gymnica,Directory of Open Access Journals,/content/doaj/23364912;jsessionid=dif5jnh30f2q.x-ic-live-02,23364912,N/A,"Number 1, 2018"
Acta Herpetologica,Directory of Open Access Journals,/content/doaj/18279635;jsessionid=dif5jnh30f2q.x-ic-live-02,18279635,N/A,"Number 2, 2016"
Acta Horti Botanici Bucurestiensis,Directory of Open Access Journals,/content/doaj/14538830;jsessionid=dif5jnh30f2q.x-ic-live-02,14538830,N/A,"Number 1, 2015"
Acta Informatica Pragensia,Directory of Open Access Journals,/content/doaj/18054951;jsessionid=dif5jnh30f2q.x-ic-live-02,18054951,N/A,"Number 2, 2016"
Acta Limnologica Brasiliensia,Directory of Open Access Journals,/content/doaj/2179975x;jsessionid=dif5jnh30f2q.x-ic-live-02,2179975X,N/A,"Number 4, 2015"
Acta Linguistica Asiatica,Directory of Open Access Journals,/content/doaj/22323317;jsessionid=dif5jnh30f2q.x-ic-live-02,22323317,N/A,"Number 1, 2013"
Acta Linguistica Hafniensia,"Routledge, part of the Taylor & Francis Group",/content/routledg/salh20;jsessionid=dif5jnh30f2q.x-ic-live-02,03740463,03740463,"Number 2, 3 July 2023"
Acta Logistica,Directory of Open Access Journals,/content/doaj/13395629;jsessionid=dif5jnh30f2q.x-ic-live-02,13395629,N/A,"Number 1, 2016"
Acta Mechanica et Automatica,Directory of Open Access Journals,/content/doaj/23005319;jsessionid=dif5jnh30f2q.x-ic-live-02,23005319,N/A,"Number 2, 2017"
Acta Medica,Directory of Open Access Journals,/content/doaj/12114286;jsessionid=dif5jnh30f2q.x-ic-live-02,12114286,N/A,"Number 3, 2018"
Acta Medica Academica,Directory of Open Access Journals,/content/doaj/18401848;jsessionid=dif5jnh30f2q.x-ic-live-02,18401848,N/A,"Number 2, 2016"
Acta Medica Anatolia,Directory of Open Access Journals,/content/doaj/21482357;jsessionid=dif5jnh30f2q.x-ic-live-02,21482357,N/A,"Number 4, 2016"
Acta Medica Bulgarica,Directory of Open Access Journals,/content/doaj/03241750;jsessionid=dif5jnh30f2q.x-ic-live-02,03241750,N/A,"Number 2, 2017"
Acta Medica Indonesiana,Directory of Open Access Journals,/content/doaj/01259326;jsessionid=dif5jnh30f2q.x-ic-live-02,01259326,N/A,"Number 1, 2017"
Acta Medica Iranica,Directory of Open Access Journals,/content/doaj/00446025;jsessionid=dif5jnh30f2q.x-ic-live-02,00446025,N/A,"Number 12, 2018"
Acta Medica Marisiensis,Directory of Open Access Journals,/content/doaj/22476113;jsessionid=dif5jnh30f2q.x-ic-live-02,22476113,N/A,"Number 2, 2016"
Acta Medica Martiniana,Directory of Open Access Journals,/content/doaj/13358421;jsessionid=dif5jnh30f2q.x-ic-live-02,13358421,N/A,"Number 3, 2017"
Acta Medica Medianae,Directory of Open Access Journals,/content/doaj/03654478;jsessionid=dif5jnh30f2q.x-ic-live-02,03654478,N/A,"Number 2, 2016"
Acta Medica Okayama,Directory of Open Access Journals,/content/doaj/0386300x;jsessionid=dif5jnh30f2q.x-ic-live-02,0386300X,N/A,"Number 2, 2010"
Acta Medica Portuguesa,Directory of Open Access Journals,/content/doaj/16460758;jsessionid=dif5jnh30f2q.x-ic-live-02,16460758,N/A,"Number 6, 2017"
Acta Montanistica Slovaca,Directory of Open Access Journals,/content/doaj/13351788;jsessionid=dif5jnh30f2q.x-ic-live-02,13351788,N/A,"Number 1, 2016"
Acta Mycologica,Directory of Open Access Journals,/content/doaj/0001625x;jsessionid=dif5jnh30f2q.x-ic-live-02,0001625X,N/A,"Number 2, 2014"
Acta Neophilologica,Directory of Open Access Journals,/content/doaj/0567784x;jsessionid=dif5jnh30f2q.x-ic-live-02,0567784X,N/A,"Numbers 1-2, 2017"
Acta Odontológica Colombiana,Directory of Open Access Journals,/content/doaj/20277822;jsessionid=dif5jnh30f2q.x-ic-live-02,20277822,N/A,"Number 2, 2016"
Acta Odontologica Turcica,Directory of Open Access Journals,/content/doaj/2147690x;jsessionid=dif5jnh30f2q.x-ic-live-02,2147690X,N/A,"Number 3, 2017"
Acta Oeconomica Pragensia,Directory of Open Access Journals,/content/doaj/05723043;jsessionid=dif5jnh30f2q.x-ic-live-02,05723043,N/A,"Number 2, 2016"
Acta Ornithologica,"Museum and Institute of Zoology, Polish Academy of Sciences",/content/miiz/actao;jsessionid=dif5jnh30f2q.x-ic-live-02,00016454,00016454,"Number 2, December 2014"
Acta Orthopaedica et Traumatologica Turcica,Directory of Open Access Journals,/content/doaj/1017995x;jsessionid=dif5jnh30f2q.x-ic-live-02,1017995X,N/A,"Number 1, 2018"
Acta Ortopédica Brasileira,Directory of Open Access Journals,/content/doaj/14137852;jsessionid=dif5jnh30f2q.x-ic-live-02,14137852,N/A,"Number 2, 2013"
Acta Paediatrica,Taylor and Francis Ltd,/content/tandf/spae;jsessionid=dif5jnh30f2q.x-ic-live-02,Error,Error,Error
Acta Palaeobotanica,Directory of Open Access Journals,/content/doaj/20820259;jsessionid=dif5jnh30f2q.x-ic-live-02,20820259,N/A,"Number 2, 2016"
Acta Palaeontologica Polonica,Directory of Open Access Journals,/content/doaj/05677920;jsessionid=dif5jnh30f2q.x-ic-live-02,05677920,N/A,"Number 1, 2018"
Acta Paulista de Enfermagem,Directory of Open Access Journals,/content/doaj/01032100;jsessionid=dif5jnh30f2q.x-ic-live-02,01032100,N/A,"Number 2, 2013"
Acta Pediátrica de México,Directory of Open Access Journals,/content/doaj/01862391;jsessionid=dif5jnh30f2q.x-ic-live-02,01862391,N/A,"Number 5, 2014"
Acta Periodica Duellatorum,Directory of Open Access Journals,/content/doaj/20640404;jsessionid=dif5jnh30f2q.x-ic-live-02,20640404,N/A,"Number 1, 2017"
Acta Periodica Technologica,Directory of Open Access Journals,/content/doaj/14507188;jsessionid=dif5jnh30f2q.x-ic-live-02,14507188,N/A,"Number 48, 2017"
Acta Pharmaceutica,Directory of Open Access Journals,/content/doaj/18469558;jsessionid=dif5jnh30f2q.x-ic-live-02,18469558,N/A,"Number 2, 2017"
Acta Pharmaceutica Sinica B,Directory of Open Access Journals,/content/doaj/22113835;jsessionid=dif5jnh30f2q.x-ic-live-02,22113835,N/A,"Number 4, 2018"
Acta Physico-Chimica Sinica,Editorial Office of Acta Physico-Chimica Sinica,/content/apcs/apcs;jsessionid=dif5jnh30f2q.x-ic-live-02,10006818,10006818,"Number 12, 15 December 2017"
Acta Poética,Directory of Open Access Journals,/content/doaj/01853082;jsessionid=dif5jnh30f2q.x-ic-live-02,01853082,N/A,"Number 2, 2016"
Acta Polytechnica,Directory of Open Access Journals,/content/doaj/12102709;jsessionid=dif5jnh30f2q.x-ic-live-02,12102709,N/A,"Number 1, 2018"
Acta Radiologica Open,Directory of Open Access Journals,/content/doaj/20584601;jsessionid=dif5jnh30f2q.x-ic-live-02,20584601,N/A,"Number 1, 2017"
Acta Regionalia et Environmentalica,Directory of Open Access Journals,/content/doaj/13369253;jsessionid=dif5jnh30f2q.x-ic-live-02,13369253,N/A,"Number 1, 2016"
Acta Reumatológica Portuguesa,Directory of Open Access Journals,/content/doaj/0303464x;jsessionid=dif5jnh30f2q.x-ic-live-02,0303464X,N/A,"Number 3, 2017"
Acta Scientiarum: Agronomy,Directory of Open Access Journals,/content/doaj/18078621;jsessionid=dif5jnh30f2q.x-ic-live-02,18078621,N/A,"Number 1, 2017"
Acta Scientiarum: Animal Sciences,Directory of Open Access Journals,/content/doaj/18078672;jsessionid=dif5jnh30f2q.x-ic-live-02,18078672,N/A,"Number 4, 2017"
Acta Scientiarum : Biological Sciences,Directory of Open Access Journals,/content/doaj/16799283;jsessionid=dif5jnh30f2q.x-ic-live-02,16799283,N/A,"Number 4, 2017"
Acta Scientiarum : Education,Directory of Open Access Journals,/content/doaj/21785198;jsessionid=dif5jnh30f2q.x-ic-live-02,21785198,N/A,"Number 4, 2017"
Acta Scientiarum : Health Sciences,Directory of Open Access Journals,/content/doaj/16799291;jsessionid=dif5jnh30f2q.x-ic-live-02,16799291,N/A,"Number 2, 2017"
Acta Scientiarum : Language and Culture,Directory of Open Access Journals,/content/doaj/19834675;jsessionid=dif5jnh30f2q.x-ic-live-02,19834675,N/A,"Number 4, 2017"
Acta Scientiarum Polonorum. Formatio Circumiectus,Directory of Open Access Journals,/content/doaj/16440765;jsessionid=dif5jnh30f2q.x-ic-live-02,16440765,N/A,"Number 2, 2017"
Acta Scientiarum : Technology,Directory of Open Access Journals,/content/doaj/18078664;jsessionid=dif5jnh30f2q.x-ic-live-02,18078664,N/A,"Number 4, 2017"
Acta Scientifica Naturalis,Directory of Open Access Journals,/content/doaj/23675144;jsessionid=dif5jnh30f2q.x-ic-live-02,23675144,N/A,"Number 1, 2018"
Acta Silvatica & Lignaria Hungarica,Directory of Open Access Journals,/content/doaj/1787064x;jsessionid=dif5jnh30f2q.x-ic-live-02,1787064X,N/A,"Number 1, 2012"
Acta Stomatologica Croatica,Directory of Open Access Journals,/content/doaj/00017019;jsessionid=dif5jnh30f2q.x-ic-live-02,00017019,N/A,"Number 3, 2017"
Acta Stomatologica Naissi,Directory of Open Access Journals,/content/doaj/03525252;jsessionid=dif5jnh30f2q.x-ic-live-02,03525252,N/A,"Number 75, 2017"
Acta Technologica Agriculturae,Directory of Open Access Journals,/content/doaj/13385267;jsessionid=dif5jnh30f2q.x-ic-live-02,13385267,N/A,"Number 2, 2016"
Acta Technologica Dubnicae,Directory of Open Access Journals,/content/doaj/13394363;jsessionid=dif5jnh30f2q.x-ic-live-02,13394363,N/A,"Number 2, 2016"
Acta Toxicológica Argentina,Directory of Open Access Journals,/content/doaj/03279286;jsessionid=dif5jnh30f2q.x-ic-live-02,03279286,N/A,"Number 2, 2012"
Acta Universitaria,Directory of Open Access Journals,/content/doaj/01886266;jsessionid=dif5jnh30f2q.x-ic-live-02,01886266,N/A,"Number 3, 2013"
Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis,Directory of Open Access Journals,/content/doaj/12118516;jsessionid=dif5jnh30f2q.x-ic-live-02,12118516,N/A,"Number 4, 2017"
Acta Universitatis Carolinae Geographica,Directory of Open Access Journals,/content/doaj/03005402;jsessionid=dif5jnh30f2q.x-ic-live-02,03005402,N/A,"Number 2, 2017"
Acta Universitatis Carolinae: Kinanthropologica,Directory of Open Access Journals,/content/doaj/12121428;jsessionid=dif5jnh30f2q.x-ic-live-02,12121428,N/A,"Number 2, 2017"
Acta Universitatis Carolinae: Philologica,Directory of Open Access Journals,/content/doaj/05678269;jsessionid=dif5jnh30f2q.x-ic-live-02,05678269,N/A,"Number 4, 2018"
Acta Universitatis Carolinae: Philosophica et Historica,Directory of Open Access Journals,/content/doaj/05678293;jsessionid=dif5jnh30f2q.x-ic-live-02,05678293,N/A,"Number 2, 2017"
Acta Universitatis Carolinae Theologica,Directory of Open Access Journals,/content/doaj/18045588;jsessionid=dif5jnh30f2q.x-ic-live-02,18045588,N/A,"Number 2, 2018"
Acta Universitatis Cibiniensis. Series E: Food Technology,Directory of Open Access Journals,/content/doaj/2344150x;jsessionid=dif5jnh30f2q.x-ic-live-02,2344150X,N/A,"Number 2, 2017"
Acta Universitatis Danubius : Administratio,Directory of Open Access Journals,/content/doaj/20685459;jsessionid=dif5jnh30f2q.x-ic-live-02,20685459,N/A,"Number 2, 2016"
Acta Universitatis Danubius : Communicatio,Directory of Open Access Journals,/content/doaj/18447562;jsessionid=dif5jnh30f2q.x-ic-live-02,18447562,N/A,"Number 1, 2017"
Acta Universitatis Danubius : Juridica,Directory of Open Access Journals,/content/doaj/18448062;jsessionid=dif5jnh30f2q.x-ic-live-02,18448062,N/A,"Number 1, 2017"
Acta Universitatis Danubius : Oeconomica,Directory of Open Access Journals,/content/doaj/20650175;jsessionid=dif5jnh30f2q.x-ic-live-02,20650175,N/A,"Number 6, 2017"
Acta Universitatis Danubius : Relationes Internationales,Directory of Open Access Journals,/content/doaj/20650272;jsessionid=dif5jnh30f2q.x-ic-live-02,20650272,N/A,"Number 1, 2017"
Acta Universitatis Palackianae Olomucensis. Gymnica,Directory of Open Access Journals,/content/doaj/12121185;jsessionid=dif5jnh30f2q.x-ic-live-02,12121185,N/A,"Number 4, 2013"
Acta Universitatis Sapientiae,Directory of Open Access Journals,/content/doaj/20687583;jsessionid=dif5jnh30f2q.x-ic-live-02,20687583,N/A,"Number 1, 2017"
Acta Universitatis Sapientiae: Agriculture and Environment,Directory of Open Access Journals,/content/doaj/20682964;jsessionid=dif5jnh30f2q.x-ic-live-02,20682964,N/A,"Number 1, 2017"
Acta Universitatis Sapientiae: Alimentaria,Directory of Open Access Journals,/content/doaj/20667744;jsessionid=dif5jnh30f2q.x-ic-live-02,20667744,N/A,"Number 1, 2017"
Acta Universitatis Sapientiae: Economics and Business,Directory of Open Access Journals,/content/doaj/23600047;jsessionid=dif5jnh30f2q.x-ic-live-02,23600047,N/A,"Number 1, 2017"
Acta Universitatis Sapientiae: Film and Media Studies,Directory of Open Access Journals,/content/doaj/20667779;jsessionid=dif5jnh30f2q.x-ic-live-02,20667779,N/A,"Number 1, 2017"
Acta Universitatis Sapientiae: Informatica,Directory of Open Access Journals,/content/doaj/20667760;jsessionid=dif5jnh30f2q.x-ic-live-02,20667760,N/A,"Number 2, 2017"
Acta Universitatis Sapientiae: Mathematica,Directory of Open Access Journals,/content/doaj/20667752;jsessionid=dif5jnh30f2q.x-ic-live-02,20667752,N/A,"Number 2, 2017"
Acta Universitatis Sapientiae: Philologica,Directory of Open Access Journals,/content/doaj/23918179;jsessionid=dif5jnh30f2q.x-ic-live-02,23918179,N/A,"Number 3, 2017"
ACTA VŠFS,Directory of Open Access Journals,/content/doaj/1802792x;jsessionid=dif5jnh30f2q.x-ic-live-02,1802792X,N/A,"Number 1, 2017"
Acta Veterinaria,Directory of Open Access Journals,/content/doaj/18207448;jsessionid=dif5jnh30f2q.x-ic-live-02,18207448,N/A,"Numbers 5-6, 2013"
Acta Veterinaria Scandinavica,Directory of Open Access Journals,/content/doaj/17510147;jsessionid=dif5jnh30f2q.x-ic-live-02,17510147,N/A,"Number 1, 2011"
Acta Zoologica Cracoviensia,"Institute of Systematics and Evolution of Animals, Polish Academy of Sciences",/content/isez/azc;jsessionid=dif5jnh30f2q.x-ic-live-02,00651710,00651710,"Numbers 1-2, December 2023"
Acta Zoologica Cracoviensia - Series A: Vertebrata,"Institute of Systematics and Evolution of Animals, Polish Academy of Sciences",/content/isez/azca;jsessionid=dif5jnh30f2q.x-ic-live-02,18953123,N/A,"Number 1, October 2012"
Acta Zoologica Cracoviensia - Series B: Invertebrata,"Institute of Systematics and Evolution of Animals, Polish Academy of Sciences",/content/isez/azcb;jsessionid=dif5jnh30f2q.x-ic-live-02,18953131,N/A,"Numbers 1-2, June 2011"
Actas Iberoamericanas de Conservación Animal,Directory of Open Access Journals,/content/doaj/22537325;jsessionid=dif5jnh30f2q.x-ic-live-02,22537325,N/A,"Number 1, 2016"
AcTion: Aceh Nutrition Journal,Directory of Open Access Journals,/content/doaj/25273310;jsessionid=dif5jnh30f2q.x-ic-live-02,25273310,N/A,"Number 1, 2018"
"Action, Criticism and Theory for Music Education",Directory of Open Access Journals,/content/doaj/15454517;jsessionid=dif5jnh30f2q.x-ic-live-02,15454517,N/A,"Number 5, 2016"
Action in Teacher Education,"Routledge, part of the Taylor & Francis Group",/content/routledg/uate20;jsessionid=dif5jnh30f2q.x-ic-live-02,01626620,01626620,"Number 3, 2 July 2024"
Action Learning: Research and Practice,"Routledge, part of the Taylor & Francis Group",/content/routledg/calr;jsessionid=dif5jnh30f2q.x-ic-live-02,14767333,14767333,"Number 2, 3 May 2024"
