"Month","Item Title","Item Type","DOI","Parent Title","Parent Type","Proprietary ID","ISSN","e-ISSN","ISBN","e-ISBN","Year","Volume","Issue","Total Downloads","Article Downloads","Preprint Downloads","PDF Downloads","HTML Downloads","Subscriber Downloads","Free Downloads","Open Access Downloads","Free Trial","Total Abstract Views","Article Abstract Views","Preprint Abstract Views","Publisher"
"2024/07","A Fast Algorithm for Approximate Viewshed Computation","Article","10.14358/pers.69.7.767","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2003","69","7","2","2","0","2","0","0","0","2","0","8","8","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Fast Approach to Best Scanline Search of Airborne Linear Pushbroom Images","Article","10.14358/pers.75.9.1059","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2009","75","9","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Fast and Robust Scan-Line Search Algorithm for Object-to-Image Projection of Airborne Pushbroom Images","Article","10.14358/pers.81.7.565","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2015","81","7","0","0","0","0","0","0","0","0","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Feature Selection Approach for Segmentation of Very High-Resolution Satellite Images","Article","10.14358/pers.82.3.213","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","3","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Few-Shot Semi-Supervised Learning Method for Remote Sensing Image Scene Classification","Article","10.14358/pers.23-00067r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","2","1","1","0","1","0","1","0","0","0","47","47","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Filtering Strategy for Interest Point Detecting to Improve Repeatability and Information Content","Article","10.14358/pers.73.5.547","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2007","73","5","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Flexible Mathematical Method for Camera Calibration in Digital Aerial Photogrammetry","Article","10.14358/pers.78.10.1069","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2012","78","10","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Flexible Method for Zoom Lens Calibration and Modeling Using a Planar Checkerboard","Article","10.14358/pers.79.6.555","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2013","79","6","0","0","0","0","0","0","0","0","0","8","8","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Four-Component Efficiency Index for Assessing Land Development Using Remote Sensing and GIS","Article","10.14358/pers.71.1.47","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2005","71","1","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Framework for Automated Extraction and Classification of Linear Networks","Article","10.14358/pers.70.12.1373","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2004","70","12","0","0","0","0","0","0","0","0","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Framework for Supervised Image Classification with Incomplete Training Samples","Article","10.14358/pers.78.6.595","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2012","78","6","1","1","0","1","0","0","0","1","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Framework for the Registration and Segmentation of Heterogeneous Lidar Data","Article","10.14358/pers.79.2.135","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2013","79","2","0","0","0","0","0","0","0","0","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Fully Automatic Method to Extract Rare Earth Mining Areas from Landsat Images","Article","10.14358/pers.82.9.729","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","9","2","2","0","2","0","0","0","2","0","23","23","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Fully Integrated Solution for Aerial Surveys","Article","10.14358/pers.71.4.391","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2005","71","4","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Fuzzy Spatial Reasoner for Multi-Scale GEOBIA Ontologies","Article","10.14358/pers.81.6.491","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2015","81","6","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A GEOSS Architecture Implementation Pilot Project for Disasters in Chile","Article","10.14358/pers.83.2.79","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2016","82","2","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Generic Method for RPC Refinement Using Ground Control Information","Article","10.14358/pers.75.9.1083","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2009","75","9","3","3","0","3","0","0","0","3","0","39","39","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Generic Model for Along-track Stereo Sensors Using Rigorous Orbit Mechanics","Article","10.14358/pers.74.3.303","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2008","74","3","0","0","0","0","0","0","0","0","0","21","21","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Genetic Algorithm Approach to Moving Threshold Optimization for Binary Change Detection","Article","10.14358/pers.77.2.167","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2011","77","2","0","0","0","0","0","0","0","0","0","16","16","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Genetic Programming Approach to Estimate Vegetation Cover in the Context of Soil Erosion Assessment","Article","10.14358/pers.77.4.363","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2011","77","4","0","0","0","0","0","0","0","0","0","11","11","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Geographic Object-based Approach in Cellular Automata Modeling","Article","10.14358/pers.76.2.183","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2010","76","2","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Geometric Correspondence Feature Based-Mismatch Removal in Vision Based-Mapping and Navigation","Article","10.14358/pers.83.10.693","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","10","0","0","0","0","0","0","0","0","0","11","11","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Geometric Method for Wood-Leaf Separation Using Terrestrial and Simulated Lidar Data","Article","10.14358/PERS.81.10.767","Photogrammetric Engineering & Remote Sensing","Journal","","2045-6271","","","","2015","81","10","7","7","0","7","0","0","0","7","0","33","33","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Geometric and Radiometric Simultaneous Correction Model (GRSCM) Framework for High-Accuracy Remotely Sensed Image Preprocessing","Article","10.14358/pers.83.9.621","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2017","83","9","1","1","0","1","0","0","0","1","0","8","8","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Global Assessment of the SRTM Performance","Article","10.14358/pers.72.3.249","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2006","72","3","13","13","0","13","0","0","0","13","0","112","112","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Hierarchical Building Detection Method for Very High Resolution Remotely Sensed Images Combined with DSM Using Graph Cut Optimization","Article","10.14358/pers.80.9.873","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2014","80","9","1","1","0","1","0","0","0","1","0","11","11","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A High-Resolution Satellite DEM Filtering Method Assisted with Building Segmentation","Article","10.14358/pers.87.6.421","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","6","1","1","0","1","0","0","0","1","0","11","11","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A History of Laser Scanning, Part 1: Space and Defense Applications","Article","10.14358/pers.86.7.419","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","7","6","6","0","6","0","0","0","6","0","26","26","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Hot Topic","Article","10.14358/pers.79.10.955","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2013","79","10","0","0","0","0","0","0","0","0","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Housing-Unit-Level Approach to Characterizing Residential Sprawl","Article","10.14358/pers.69.9.1021","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2003","69","9","1","1","0","1","0","0","0","1","0","9","9","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Keyframe Extraction Approach for 3D Videogrammetry Based on Baseline Constraints","Article","10.14358/pers.23-00049r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","3","0","0","0","0","0","0","0","0","0","32","32","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Knowledge-based Approach to Urban Feature Classification Using Aerial Imagery with Lidar Data","Article","10.14358/pers.74.12.1473","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2008","74","12","0","0","0","0","0","0","0","0","0","12","12","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Landsat Data Tiling and Compositing Approach Optimized for Change Detection in the Conterminous United States","Article","10.14358/pers.81.7.573","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2015","81","7","0","0","0","0","0","0","0","0","0","73","73","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Learning Approach to Evaluate the Quality of 3D City Models","Article","10.14358/pers.85.12.865","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2019","85","12","1","1","0","1","0","0","0","1","0","9","9","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Least Squares Adjustment of Multi-temporal InSAR Data","Article","10.14358/pers.71.2.197","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2005","71","2","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Least Squares-Based Method for Adjusting the Boundaries of Area Objects","Article","10.14358/pers.71.2.189","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2005","71","2","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Lightweight Conditional Convolutional Neural Network for Hyperspectral Image Classification","Article","10.14358/pers.22-00130r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","7","0","0","0","0","0","0","0","0","0","22","22","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Local Distinctive Features Matching Method for Remote Sensing Images with Repetitive Patterns","Article","10.14358/pers.84.8.513","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","8","0","0","0","0","0","0","0","0","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Long-Term, Consistent Land Cover History of the Southeastern United States","Article","10.14358/pers.84.9.559","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2018","84","9","1","1","0","1","0","0","0","1","0","19","19","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Low-Cost and Portable Indoor 3D Mapping Approach Using Biaxial Line Laser Scanners and a One-Dimension Laser Range Finder Integrated with Microelectromechanical Systems","Article","10.14358/pers.21-00037r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","5","0","0","0","0","0","0","0","0","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/07","A Machine Learning Method for Building Height Estimation Based on Sentinel-2 Bi-Temporal Images","Article","10.14358/pers.22-00054r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","1","4","4","0","4","0","0","0","4","0","40","40","0","American Society for Photogrammetry and Remote Sensing"
